,speaker,text,code
163754,B,"as soon as we're, sure we're not going to have another freeze, go ahead finish it.",sd
163755,A,Yeah.,b
163756,A,"You've had more freezing this Winter, or this, yeah, Winter, I think.",sv
163757,B,Yeah.,aa
163758,B,"We've, had just a few, you know, that freezes a little here and there,",sd
163759,A,More bad weather.,sv
163760,B,"but every once in a while, we get a freeze around the middle of April,",sd
163761,A,Uh-huh.,b
163762,A,Uh-huh.,b
163763,B,and it's pretty tough.,sd
163764,A,Uh-huh.,b
163765,A,"Are you, do you work,",qy
163766,A,or are you retired,qrr
163767,A,"or you,",%
163768,B,No.,nn
163769,B,"I work, uh",sd
163770,A,Uh-huh.,b
163771,B,I'm only forty years old.,sd
163772,B,"I have to work,",sd
163773,A,Uh-huh,b
163774,A,"Uh, my husbands retired.",sd
163775,A,But he's not a gardener.,sd
163776,A,"He, he, he's been helping me more,",sd
163777,A,"but he really isn't, uh, real crazy about gardening.",sd
163778,B,"Uh, I, I really enjoy it,",sd
163779,B,"it gives me time outdoors,",sd
163780,A,Uh.,b
163781,B,"and, you know, I'm a golfer,",sd
163782,B,"but, it gives me time outdoors, and time around my house,",sd
163783,A,Uh-huh.,b
163784,A,Uh-huh.,b
163785,B,"and I, burned my grass off here in the last couple of days getting ready to start to the Spring season, and see if I can grow me another nice lawn,",sd
163786,A,Oh.,b
163787,A,Uh-huh.,b
163788,B,"I usually have a pretty nice lawn,",sd
163789,B,"it's a lot of work you know,",sv
163790,A,Oh yeah.,b
163791,B,"but it's,",%
163792,A,"But it's a pleasure to, like you said, it's good to get outside,",aa
163793,A,"and and I like, I like my garden too",sd
163794,B,"Yeah,",aa
163795,B,it is.,aa
163796,A,"We didn't have to, we have just a small garden,",sd
163797,A,"but we planted corn last year too, which takes quite a bit of space",sd
163798,B,Uh-huh.,b
163799,A,"we, we didn't have too good luck with it,",sd
163800,A,"because the, uh, we had a couple of good, real good wind storms,",sd
163801,A,and it really damaged the corn,sd
163802,B,Oh yeah.,b
163803,A,"so we didn't get too much corn, last year.",sd
163804,B,"We're going through that,",sd
163805,B,"we going through the dust storms down here now,",sd
163806,A,"uh, uh-huh.",b
163807,B,"so, but I, uh, what I did with my garden, is I have a, a two by six frame that's five by ten.",sd
163808,B,I have two of them sitting side by side,sd
163809,A,Uh-huh.,b
163810,B,"and then I put, uh, like, a black plastic,",sd
163811,B,it's really not a black plastic.,ar
163812,B,They call it Wedet,sd
163813,A,Oh.,b
163814,A,Uh-huh.,b
163815,B,"and I put that down,",sd
163816,B,and then I put up a couple of inches of pine moss on top of that,sd
163817,A,Huh.,b
163818,B,"and I use a, one of those black poker hoses that actually oozes water every where",sd
163819,A,Uh-huh.,b
163820,A,Uh-huh.,b
163821,B,"so I waste it up and down there a couple of times,",sd
163822,B,and I only have to water about two hours a week,sd
163823,A,Oh that's great.,ba
163824,B,and it's pretty nice.,sd
163825,A,Uh-huh.,b
163826,A,Uh-huh.,b
163827,B,"Especially during the Summer, it keeps everything wet, instead of wilting.",sd
163828,A,Yeah.,b
163829,A,"We don't, we don't usually cover ours.",sd
163830,A,We did a few different times,sd
163831,A,"sometimes we've covered with the plastic,",sd
163832,A,and other years we've tried newspapers,sd
163833,B,Oh.,b
163834,A,"and, uh, but we generally don't, we do our watering from our spring.",sd
163835,B,"Oh you have a spring,",qy^d
163836,A,Yeah.,ny
163837,B,how nice.,ba
163838,A,"We have an old fashioned pipe sitting, that, you know, water runs into",sd
163839,A,"and, my husband set up a pump that runs,",sd
163840,B,Uh-huh.,b
163841,A,it runs first down,sd
163842,A,"and then it stops,",sd
163843,B,"Oh that's, that's pretty nice.",ba
163844,A,"and when the water comes up, it comes on again,",sd
163845,A,and we use that to water our garden with,sd
163846,A,"so,",%
163847,B,"But you actually enjoy it, huh?",qy
163848,A,Oh I do.,na
163849,A,I do.,na
163850,B,Do you?,bh
163851,A,"I love it,",na
163852,B,"Get out there on your hands and knees, and crawl around.",sv
163853,A,"I'd rather be doing that, than housework",sd
163854,B,"I, I can imagine.",ba
163855,B,"You all have much trouble up there, with insects",qy^d
163856,B,"or,",%
163857,A,"Uh, not a well, not a whole lot.",ng
163858,A,"I think our cabbages, and broccolis and that in we have more trouble with, that type of thing, with the, the,",sd
163859,B,With the worms?,qy
163860,A,Yeah.,ny
163861,B,Yeah.,b^m
163862,B,"I have quite a bit of problem down here with the squash bugs, and haven't figured out how to get rid of those yet.",sd
163863,A,Uh.,b
163864,A,Uh-huh.,b
163865,A,"Do you go more for natural, keeping them off naturally,",qy
163866,A,"or do you, use insecticides?",qrr
163867,B,"Yeah,",ny
163868,B,"I try to,",sd
163869,B,no,nn
163870,B,"I, uh, uh, try not to use any insecticides at all.",sd
163871,B,"I try not to even use insecticides on my lawn,",sd
163872,A,Uh-huh.,b
163873,A,Uh-huh.,b
163874,B,"but, I, sometimes I can't manage.",sd
163875,A,Uh-huh.,b
163876,A,Yeah.,b
163877,A,"Well, our lawn, is, is a big lawn because, because we live out in the country,",sd
163878,A,"and so we were not, our lawn is not perfect, you know,",sd
163879,A,it's just the it's just a lawn,sd
163880,B,Yeah.,b
163881,B,"Well, mine's full of dandelions, now,",sd
163882,A,Uh-huh.,b
163883,B,"so,",%
163884,A,Do you eat any of them?,qy
163885,B,"No,",nn
163886,B,I never have.,sd
163887,B,I don't know how to prepare them.,sd
163888,A,"Oh, did, well, did, does your wife ever make, uh, bake in a hot bacon dressing, like for, salad?",qy
163889,B,No.,nn
163890,B,Huh-uh.,nn
163891,A,Oh it's delicious,sd
163892,A,and it goes real good on dandelions.,sd
163893,B,Really.,bh
163894,A,Uh-huh.,ny
163895,B,Huh.,b
163896,B,I've never eaten dandelions,sd
163897,B,now I've tried dandelion wine,sd
163898,A,Uh-huh.,b
163899,B,but I've never tried any dandelions just to eat.,sd
163900,A,"use the greens, if you get them when they're young and tender, you know, before they have grown too, too tall,",ad
163901,B,Yeah.,b
163902,A,because they do get a little stringy.,sd
163903,B,All right.,aa
163904,A,"But, uh, they're kind of fun to, to try,",sd
163905,B,Yeah.,b
163906,A,"get a, get a few",ad
163907,A,and then throw them in with the rest of your salad sometimes.,ad
163908,B,I'll try that.,aa
163909,A,Yeah.,b
163910,A,Yeah.,b
163911,B,I sure will,aa
163912,A,"Uh, but I've been cutting our grass too lately because my husband's back,",sd
163913,A,and he's been having trouble with,sd
163914,A,"so, wasn't allowed to run a lawn mower,",sd
163915,B,"Oh, Oh.",b
163916,A,"so, it takes about four hours to cut our grass.",sd
163917,B,Yow.,ba
163918,A,"And, we have, we have hills.",sd
163919,A,I'm afraid of the hills,sd
163920,A,"but, I'm getting on to it,",sd
163921,B,"So you all are into, so you all are into the lawn, big time, huh.",bf
163922,A,"I just pretend they're not there,",sd
163923,A,and I just go ahead and do it,sd
163924,A,Yeah.,aa
163925,B,"Yeah,",b^m
163926,B,"I only get, well, I guess I got",%
163927,B,"my, my whole section of my house is probably a tenth of an acre",sd
163928,A,Uh-huh.,b
163929,B,"then I have a pretty nice backyard,",sd
163930,A,Uh-huh.,b
163931,B,"and you know, I've got enough room to throw horseshoes. You know, couple of other ,",sd
163932,A,"Oh, that's great.",ba
163933,A,great.,ba
163934,A,"That's, a lot of people don't have that much space even.",sv
163935,B,"No,",aa
163936,B,and it's nice.,sd
163937,B,"I'm just inside the city limits,",sd
163938,B,"I'm probably a mile, mile and a half inside the city limits,",sd
163939,B,"and I'm only a mile, and a half from work.",sd
163940,A,Uh-huh.,b
163941,A,"So you have all the conveniences of, a city,",bf
163942,B,Yeah.,aa
163943,B,It's pretty nice.,sd
163944,A,"yeah,",%
163945,A,"and, and the country also.",bf
163946,B,"I have the room outside I need,",sd
163947,B,and I don't really have all the room in the house I need,sd
163948,B,"but,",%
163949,A,"Well, you never have enough room do you think. Especially if your into any hobbies or anything.",sv
163950,B,No.,aa
163951,B,I have a question to ask you about gardening though.,sd
163952,B,"You know, those,",%
163953,B,"what are they called,",t1
163954,B,"the, they called, uh, rolly polly bugs,",sd
163955,B,that's what my son calls them anyway.,sd
163956,A,Rolly Polly what?,br
163957,B,Rolly Polly bugs.,sd
163958,B,The ones that roll up in a ball.,sd
163959,B,I don't know what they're called.,sd
163960,A,"Is it a bug, You mean?",qy
163961,B,"They look like they've got,",sd
163962,B,Yeah.,ny
163963,A,A worm?,qy
163964,B,Yeah.,ny
163965,A,A cutworm?,qy
163966,B,No.,nn
163967,A,Not a grub worm?,qy
163968,B,"It's not like a,",%
163969,B,no.,nn
163970,B,"You find them under bricks and all that stuff, where it's moist,",sd
163971,B,"and if, if you touch them, they roll up in a ball.",sd
163972,A,Oh.,bk
163973,B,I don't know what they call them.,sd
163974,B,"But I'm plagued with those things,",sd
163975,A,Uh.,b
163976,B,"and I haven't figured out,",sd
163977,B,"I even called the nursery,",sd
163978,A,Uh-huh.,b
163979,A,"I'm trying to think of what they are, what kind, they could be.",sd
163980,B,"I, I don't know.",sd
163981,A,"You find them under bricks usually, and that.",sd
163982,B,"Yeah,",b
163983,B,"under bricks, or under wood,",b
163984,B,"or you know, if you leave a piece of newspaper in the yard too long, they get in there.",sv
163985,B,"They usually come out at night,",sv
163986,B,"but, you can find them during the daytime if you pick something up that's been laying around,",sv
163987,A,They're not a slug.,sd
163988,B,No.,aa
163989,A,"Not a,",%
163990,B,A slug is actually kind of slimy,sv
163991,A,Yeah.,aa
163992,A,Yeah.,aa
163993,A,Yeah.,aa
163994,B,"and these are just,",sd
163995,B,"he plays with them all time,",sd
163996,B,he picks them up and rolls them across the patio.,sd
163997,A,Oh really.,b
163998,A,They were not hard are they?,qy
163999,B,No.,nn
164000,A,Are they a hard worm?,qy
164001,B,No.,nn
164002,B,"They're not real hard,",sd
164003,A,They're not a hard .,b
164004,B,"They're like a, water bug, of sorts,",sd
164005,A,Huh.,b
164006,B,"I don't know what, they're called.",sd
164007,A,"Oh, are they black then?",qy
164008,B,Yeah.,ny
164009,B,Yeah.,ny
164010,A,But they roll up.,qy^d
164011,B,Yeah.,ny
164012,A,I can't think of what kind they would be.,sd
164013,B,"When you touch them, they roll up.",sd
164014,A,Uh-huh.,b
164015,A,"I'm no help on that, then. Because, I can't think of what they are. What they would be.",sd
164016,B,"But, I'm plagued with those.",sd
164017,A,"I think you have a lot more insects down there even than, than what we have.",sv
164018,B,"You know, I think it's a big problem because we're in more of a tempered zone.",sv
164019,B,"You know, we don't really, we only freeze down here in January, and February, at the most.",sd
164020,A,"I know, my brother had trouble with fire ants, and that even.",sd
164021,B,You know.,b
164022,B,Yeah.,b
164023,B,"I got fire, ants too.",sd
164024,A,"Uh, yeah.",b
164025,A,And they be can be a real dickens.,sv
164026,B,"And, you, spray in one part of your lawn,",sv
164027,B,"and they just move to, another part.",sv
164028,A,Uh-huh.,aa
164029,A,Uh-huh.,aa
164030,B,"So you got to, spray your whole yard,",sv
164031,A,Yeah.,aa
164032,A,Yeah.,aa
164033,B,"and your, your, your neighbor gets them,",sv
164034,B,"and then he sprays his yard,",sv
164035,B,and you get them back again,sv
164036,A,Yeah,aa
164037,A,you keep trading them,sv
164038,B,Yeah.,aa
164039,B,"But we're not doing too bad down here really, you know,",sd
164040,B,the daffodils are out,sd
164041,B,"and,",%
164042,A,Uh-huh.,b
164043,A,Ours are going to be coming out.,sd
164044,A,Now our cancer society sales daffodils.,sd
164045,A,"Right now, they're, they're big now.",sd
164046,A,"So, we, we have daffodils, here in the house because of the cut flowers,",sd
164047,B,Yeah.,b
164048,B,Yeah.,b
164049,A,but they're just beginning to come out and bud.,sd
164050,B,Yeah.,b
164051,B,See mine are up and bloomed already,sd
164052,B,"so,",%
164053,A,"Uh,",b
164054,B,already.,b
164055,A,Uh-huh.,b
164056,B,"They sure are, pretty,",sv
164057,A,"uh,",b
164058,A,uh-huh.,b
164059,B,"I like them ,",sd
164060,A,"uh, they're such a nice bright early Spring, color.",sv
164061,B,yeah.,b
164062,B,"And then in, in my back flower bed I have, uh, tiger lilies",sd
164063,A,Uh-huh.,b
164064,A,Uh-huh.,b
164065,A,Uh-huh.,b
164066,B,"and they bloom in, you know, late June, mid, July.",sd
164067,A,Uh-huh.,b
164068,A,"And they're, beautiful too.",sv
164069,B,"Yeah,",aa
164070,B,they are.,aa
164071,B,"They real, beautiful.",aa
164072,A,They're beautiful.,sv
164073,B,"They're, they're nice and green, you know,",sd
164074,B,"they're, uh, they're up above a foot, maybe eighteen inches.",sd
164075,A,Oh my.,ba
164076,B,"They come up real pretty, every year, no problem.",sd
164077,A,Yeah.,b
164078,A,Yeah.,b
164079,A,We won't have too much here for another couple of months yet.,sd
164080,B,Is it still pretty cool up there?,qy
164081,A,Yeah.,ny
164082,A,Yeah.,ny
164083,A,We're it's raining today.,sd
164084,B,"Well, do you all have a,",qy
164085,B,what kind o grass do you grow up there?,qw
164086,B,"Do you grow, uh, Bermuda or ,",qy
164087,A,"Well, our grass, like I said is just grass.",arp_nd
164088,A,We really didn't plant anything.,sd
164089,A,"It's just,",%
164090,B,Yeah.,b
164091,A,I suppose maybe you call it crabgrass even.,sd
164092,B,Yeah.,b
164093,A,"And, uh,",%
164094,B,"See we, I have Bermuda, in my yard,",sd
164095,A,Uh-huh.,b
164096,B,"and I still have the old standby crabgrass here and there,",sd
164097,A,Uh-huh.,b
164098,B,"but, Bermuda seems to be,",%
164099,A,"It's probably, very pretty.",qy^d
164100,B,Yeah.,ny
164101,B,"Bermuda seems to be pretty, good down here.",sd
164102,A,Uh-huh.,b
164103,A,Uh-huh.,b
164104,A,"We have some people that have done their lawns,",sd
164105,A,"and, uh,",%
164106,B,Okay.,"fo_o_fw_""_by_bc"
164107,A,Okay,b^m
164108,A,"They suggested that we, uh, discuss what we think of when we say camping.",sd
