Title,Description,Category,Top,URL,Label
Raw diet simple meat ratio?,Im moving interstate in a few weeks and Ive arranged to transport my puppy (6 months) and 2 kittens (4 and 7 months) over before I leave. My mum is going to be looking after them for about 2 weeks until I leave and arrive over there. ; ;Ive been feeding raw for a few weeks now and am still learning the quantities/ratio of meat-bone-organ. I tend to buy in bulk separate into smaller bags then freeze when I get home for each meal for the week(s) ahead. ; ;Can anyone suggestion a simple ratio of meat-bone-organ (in kgs ONLY) that I can tell my mum to buy for my pup per week? I don‰ЫЄt want to explain the % ratios to her‰Ы_ it‰ЫЄs just too confusing ‰ЫТ Ive already tried and it ended in an argument. ; ;Puppy is a 6 month old of Staffy x Kelpie weighs approx 18.5kgs. We have tried; chicken beef bit of kangaroo and mutton ‰ЫТ meat bones and organs of each. Id like to keep it as simple as possible. Any suggestions?  ; ;I‰ЫЄve only recently started introducing the kittens Id rather not confuse mum with all the math so they can go back to pet food for a few weeks.,Dogs,Pets,https://answers.yahoo.com/question/index?qid=20090617020747AAigN4f,0
Will I have to get out my HAM radio folks?,"Now that ABC has deemed itself ""White House television"" and everyone already knows that MSNBC is in Obama's pocket what is your predictions of what will happen in the near future?  ;Obama has once again attacked the opposing voice FOX News  ;http://www.huffingtonpost.com/2009/06/16/obama-hits-fox-news-theyr_n_216574.html ;Will Republicans have to resort to criticizing this administrations political decisions over HAM radio from their basements? What exactly are liberals up to on this one? No News can be reported with an opposing view or it's labeled HATE speech by the liberals.  ;I call it freedom of speech.  ; ;Are we losing our right to know what's going on in our government? With all the double-talk and sly tactics of misinformation coming from this administration we need both sides of the story to make fair judgment. I can't speak for the retards among us that drink from the Koolaid trough but for those of us that are mildly intelligent. We need ALL sides to a story. Is there at least ONE liberal out there that sees a problem with all this?",Politics,Politics & Government,https://answers.yahoo.com/question/index?qid=20090617052525AANL1XG,1
Problem with graphics card frame rate?,I have an HD4870X2 on an Asus P6T Deluxe motherboard at first in Rainbow Six Vegas 2 I could play at full res. (1080p) with all the settings maxed out. Whilst now I can not play even at a lowered resolution and lower settings with a proper frame rate. I'm not talking about 40fps here this is 15. ; ;I used to never lag anywhere in the game now it's everywhere. What is causing this? Is it the drivers? Because there were two updates from when it didn't lag. Or are my GPUs dying? Any help or answer would be appreciated.,Desktops,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090617144739AApJjOK,0
Does anyone have any suggestions on Chicano Rap songs that have to do with love?,anything besides mc magic and Nb Ridaz bc I allready know about them,Rap and Hip-Hop,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20090618144835AAvZKTv,1
What's the G icon on the left of my signal icon?,i found a G icon right next to the signal which shows up every single time. Also why if i call someone i can't call someone it just says network busy? is it because of the G icon?,Computer Networking,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090618200828AAPQ6EC,0
How can I get those curls/waves?,http://c3.ac-images.myspacecdn.com/images02/75/l_4c6cb88a174341689d8af87c01c8adde.jpg,Hair,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090619134913AAKFf9r,0
Help with Boarding School ?!?,I really want to go boarding in England. Right now I'm in HK but I'm from England. All my friends are leaving and boarding at the end of next year and everyones saying how awesome it is ! My parents don't want me to go though. I know it's because they love me and stuff but i just don't want to be left here on my own. How can I persuade them to let me go ?,Studying Abroad,Education & Reference,https://answers.yahoo.com/question/index?qid=20090620193040AAzkApY,1
Hitch hiking snail.. ?? (20 characters)?,I found one a few weeks ago and figured maybe he'd die since I'd seen a shell of another one when cleaning my tank. ; ;Well he hasn't.  Now he's gotten a bit larger and I guess he deserves a name.  I don't really see him as a pest so no problem there. ; ;Only issue is the name. :P  Any suggestions guys?,Fish,Pets,https://answers.yahoo.com/question/index?qid=20090621175226AArf0Bw,1
Can I get a mortgage if I don't have a job yet?,"I start my first job out of college in a different city the beginning of August. I'd like to take advantage of the $8000 tax credit for first time homebuyers by purchasing a duplex (renting one side and living in the other). Would I be able to get financing for the house before I start my job/recieve my first pay check. I'll be making $44000 a year and would probably spend around $120000-130000 on the duplex.  ; ;I know that the initial answer is probably ""no"" but I have a considerable amount of money I could use as a down payment (around $90000). I really don't want to use all of it but how much money would I need to put down in order to secure financing? 20%? 30%?",Personal Finance,Business & Finance,https://answers.yahoo.com/question/index?qid=20090622121619AATuInT,0
Hunted houses. What's so cool about them?,So my family and i went to the Hunted house last Halloween. Since we're not from the US originally we were pretty excited to try it for the first time! We paid $30 each to get in stayed in the line for 3.5 (!!!) hrs and after they let us in they started rushing us through because it was time to close down. One of the creepy guys inside kept pushing my mother and she slipped and felt down he KEPT scaring her until i actually came and pushed him away she hurt herself and was crying. We were out of it in 3 mins. All wet bruised and tiered of waiting. ; ;Now tell me please what's so fun about these hunted Houses?,Halloween,Society & Culture,https://answers.yahoo.com/question/index?qid=20090623014240AAhDXIx,1
(girls) do you think liking a younger guy is ok ?, ,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090623015414AAKXk7s,1
Difference between a terrorist attack and military attack?,Is an attack on a military target/post/vehicle/uniformed person considered to be a military attack or a terrorist attack? For example was the USS Cole attack military because it was on a military target or terrorist ; because of who attacked,Military,Politics & Government,https://answers.yahoo.com/question/index?qid=20090623063214AABpHDw,0
do any of u guys know what ROUXS stands for?,i found an old looking bottle out in the mountains and it says ROUXS made in u.s.a and its about 3 inch. tall and i wanna figure out when its from or some detail on it. thanx for the help =],Words & Wordplay,Education & Reference,https://answers.yahoo.com/question/index?qid=20090623090009AAWeQbX,0
Some good hair styles?,I have blonde hair tht goes four in pastmy shoulder i need some new ways to were it pllzz help thnx,Hair,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090624153739AAR3WDA,1
what is the lyrics to the Queensland state of origin team song?, ,Rugby League,Sports,https://answers.yahoo.com/question/index?qid=20090625050443AAdemEf,0
what is the ingredient(s) in deodorant that causes cancer?,i read somwhere that Aluminum Zirconium Tetrachlorohydrex Gly causes breast cance rin Dove deodorant? is this true? I use soft dri and it says the same thing only pentachlorohydrex Gly 17.6% ; ;  i need to get new deodorant tomorrow so what are ingredients to look for in the deodorants to stay away from? can you reccomend one? AT THE DRUGSTORE like target walmart walgreens i'm not looking to spend 15-20 on some deodorant i'll just go back to soft dri or a dif one. thanks.,Cancer,Health,https://answers.yahoo.com/question/index?qid=20090625223918AA3TvYJ,0
